LineId,type,time,Content,EventId,EventTemplate,ParameterList
64,USER_LOGIN,1583679312.033:103,"pid=7700 uid=0 auid=4294967295 ses=4294967295 msg='op=login acct=""root"" exe=""/usr/sbin/sshd"" hostname=? addr=222.186.175.151 terminal=sshd res=failed'",5cd0f409,"pid=<*> uid=<*> auid=<*> ses=<*> <*> acct=""root"" exe=""/usr/sbin/sshd"" <*> addr=<*> <*> res=failed'","['7700', '0', '4294967295', ""4294967295 msg='op=login"", 'hostname=?', '222.186.175.151 terminal=sshd']"
65,USER_AUTH,1583679315.189:104,"pid=7700 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:authentication acct=""root"" exe=""/usr/sbin/sshd"" hostname=222.186.175.151 addr=222.186.175.151 terminal=ssh res=failed'",5cd0f409,"pid=<*> uid=<*> auid=<*> ses=<*> <*> acct=""root"" exe=""/usr/sbin/sshd"" <*> addr=<*> <*> res=failed'","['7700', '0', '4294967295', ""4294967295 msg='op=PAM:authentication"", 'hostname=222.186.175.151', '222.186.175.151 terminal=ssh']"
66,USER_LOGIN,1583679315.189:105,"pid=7700 uid=0 auid=4294967295 ses=4294967295 msg='op=login acct=""root"" exe=""/usr/sbin/sshd"" hostname=? addr=222.186.175.151 terminal=sshd res=failed'",5cd0f409,"pid=<*> uid=<*> auid=<*> ses=<*> <*> acct=""root"" exe=""/usr/sbin/sshd"" <*> addr=<*> <*> res=failed'","['7700', '0', '4294967295', ""4294967295 msg='op=login"", 'hostname=?', '222.186.175.151 terminal=sshd']"
67,USER_AUTH,1583679319.093:106,"pid=7700 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:authentication acct=""root"" exe=""/usr/sbin/sshd"" hostname=222.186.175.151 addr=222.186.175.151 terminal=ssh res=failed'",5cd0f409,"pid=<*> uid=<*> auid=<*> ses=<*> <*> acct=""root"" exe=""/usr/sbin/sshd"" <*> addr=<*> <*> res=failed'","['7700', '0', '4294967295', ""4294967295 msg='op=PAM:authentication"", 'hostname=222.186.175.151', '222.186.175.151 terminal=ssh']"
68,USER_LOGIN,1583679319.093:107,"pid=7700 uid=0 auid=4294967295 ses=4294967295 msg='op=login acct=""root"" exe=""/usr/sbin/sshd"" hostname=? addr=222.186.175.151 terminal=sshd res=failed'",5cd0f409,"pid=<*> uid=<*> auid=<*> ses=<*> <*> acct=""root"" exe=""/usr/sbin/sshd"" <*> addr=<*> <*> res=failed'","['7700', '0', '4294967295', ""4294967295 msg='op=login"", 'hostname=?', '222.186.175.151 terminal=sshd']"
69,USER_AUTH,1583679425.562:108,"pid=7799 uid=1000 auid=1000 ses=5 msg='op=PAM:authentication acct=""sepses"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/2 res=failed'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['7799', '1000', '1000', '5', 'msg=\'op=PAM:authentication acct=""sepses"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/2 res=failed'""]"
70,USER_AUTH,1583679432.814:109,"pid=7799 uid=1000 auid=1000 ses=5 msg='op=PAM:authentication acct=""sepses"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/2 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['7799', '1000', '1000', '5', 'msg=\'op=PAM:authentication acct=""sepses"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/2 res=success'""]"
71,USER_ACCT,1583679432.814:110,"pid=7799 uid=1000 auid=1000 ses=5 msg='op=PAM:accounting acct=""sepses"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/2 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['7799', '1000', '1000', '5', 'msg=\'op=PAM:accounting acct=""sepses"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/2 res=success'""]"
72,USER_CMD,1583679432.814:111,"pid=7799 uid=1000 auid=1000 ses=5 msg='cwd=""/var/log/audit"" cmd=6175736561726368202D6B20736570736573 terminal=pts/2 res=success'",7ca59cdf,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> terminal=pts/<*> <*>,"['7799', '1000', '1000', '5', 'msg=\'cwd=""/var/log/audit"" cmd=6175736561726368202D6B20736570736573', ""2 res=success'""]"
73,CRED_REFR,1583679432.814:112,"pid=7799 uid=0 auid=1000 ses=5 msg='op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/2 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['7799', '0', '1000', '5', 'msg=\'op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/2 res=success'""]"
74,USER_START,1583679432.818:113,"pid=7799 uid=0 auid=1000 ses=5 msg='op=PAM:session_open acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/2 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['7799', '0', '1000', '5', 'msg=\'op=PAM:session_open acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/2 res=success'""]"
75,USER_END,1583679432.822:114,"pid=7799 uid=0 auid=1000 ses=5 msg='op=PAM:session_close acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/2 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['7799', '0', '1000', '5', 'msg=\'op=PAM:session_close acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/2 res=success'""]"
76,CRED_DISP,1583679432.822:115,"pid=7799 uid=0 auid=1000 ses=5 msg='op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/2 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['7799', '0', '1000', '5', 'msg=\'op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/2 res=success'""]"
77,SERVICE_START,1583679803.673:116,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=anacron comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['1', '0', '4294967295', '4294967295', 'msg=\'unit=anacron comm=""systemd"" exe=""/lib/systemd/systemd""', ""terminal=? res=success'""]"
78,SERVICE_STOP,1583679803.681:117,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=anacron comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['1', '0', '4294967295', '4294967295', 'msg=\'unit=anacron comm=""systemd"" exe=""/lib/systemd/systemd""', ""terminal=? res=success'""]"
79,USER_CMD,1583679856.541:118,"pid=8265 uid=1000 auid=1000 ses=5 msg='cwd=""/home/sepses/Documents"" cmd=73797374656D63746C207265737461727420617564697464 terminal=pts/1 res=success'",7ca59cdf,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> terminal=pts/<*> <*>,"['8265', '1000', '1000', '5', 'msg=\'cwd=""/home/sepses/Documents"" cmd=73797374656D63746C207265737461727420617564697464', ""1 res=success'""]"
80,CRED_REFR,1583679856.541:119,"pid=8265 uid=0 auid=1000 ses=5 msg='op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['8265', '0', '1000', '5', 'msg=\'op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/1 res=success'""]"
81,USER_START,1583679856.541:120,"pid=8265 uid=0 auid=1000 ses=5 msg='op=PAM:session_open acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['8265', '0', '1000', '5', 'msg=\'op=PAM:session_open acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/1 res=success'""]"
82,DAEMON_END,1583679856.551:2763,op=terminate auid=0 pid=1 subj= res=success,f73a699e,op=terminate auid=<*> pid=<*> <*> <*>,"['0', '1', 'subj= res=success']"
83,DAEMON_START,1583679856.583:4426,op=start ver=2.8.2 format=raw kernel=5.0.0-1032-azure auid=4294967295 pid=8281 uid=0 ses=4294967295 subj=unconfined  res=success,e2797d68,op=start ver=<*>.<*>.<*> format=raw kernel=<*>.<*>.<*>-<*>-azure auid=<*> pid=<*> uid=<*> ses=<*> subj=unconfined res=success,"['2', '8.2', '5', '0.0-1032', '4294967295', '8281', '0', '4294967295']"
84,CONFIG_CHANGE,1583679856.661:125,"auid=4294967295 ses=4294967295 op=remove_rule key=""sepses"" list=4 res=1",a656e353,auid=<*> ses=<*> <*> <*> list=<*> <*>,"['4294967295', '4294967295', 'op=remove_rule key=""sepses""', '4 res=1']"
85,CONFIG_CHANGE,1583679856.669:126,audit_backlog_limit=8192 old=8192 auid=4294967295 ses=4294967295 res=1,943a7bd2,audit_backlog_limit=<*> old=<*> auid=<*> ses=<*> <*>,"['8192', '8192', '4294967295', '4294967295 res=1']"
86,CONFIG_CHANGE,1583679856.673:127,audit_failure=1 old=1 auid=4294967295 ses=4294967295 res=1,4f0a1bc9,audit_failure=<*> old=<*> auid=<*> ses=<*> <*>,"['1', '1', '4294967295', '4294967295 res=1']"
87,CONFIG_CHANGE,1583679856.673:128,audit_backlog_wait_time=0 old=0 auid=4294967295 ses=4294967295 res=1,ff4db8d1,audit_backlog_wait_time=<*> old=<*> auid=<*> ses=<*> <*>,"['0', '0', '4294967295', '4294967295 res=1']"
88,CONFIG_CHANGE,1583679856.673:129,"auid=4294967295 ses=4294967295 op=add_rule key=""wordpress"" list=4 res=1",a656e353,auid=<*> ses=<*> <*> <*> list=<*> <*>,"['4294967295', '4294967295', 'op=add_rule key=""wordpress""', '4 res=1']"
89,SERVICE_START,1583679856.677:130,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=auditd comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['1', '0', '4294967295', '4294967295', 'msg=\'unit=auditd comm=""systemd"" exe=""/lib/systemd/systemd""', ""terminal=? res=success'""]"
90,USER_END,1583679856.677:131,"pid=8265 uid=0 auid=1000 ses=5 msg='op=PAM:session_close acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['8265', '0', '1000', '5', 'msg=\'op=PAM:session_close acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/1 res=success'""]"
91,CRED_DISP,1583679856.677:132,"pid=8265 uid=0 auid=1000 ses=5 msg='op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['8265', '0', '1000', '5', 'msg=\'op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/1 res=success'""]"
92,USER_CMD,1583679864.853:133,"pid=8315 uid=1000 auid=1000 ses=5 msg='cwd=""/home/sepses/Documents"" cmd=73797374656D63746C2073746174757320617564697464 terminal=pts/1 res=success'",7ca59cdf,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> terminal=pts/<*> <*>,"['8315', '1000', '1000', '5', 'msg=\'cwd=""/home/sepses/Documents"" cmd=73797374656D63746C2073746174757320617564697464', ""1 res=success'""]"
93,CRED_REFR,1583679864.853:134,"pid=8315 uid=0 auid=1000 ses=5 msg='op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['8315', '0', '1000', '5', 'msg=\'op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/1 res=success'""]"
94,USER_START,1583679864.853:135,"pid=8315 uid=0 auid=1000 ses=5 msg='op=PAM:session_open acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['8315', '0', '1000', '5', 'msg=\'op=PAM:session_open acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/1 res=success'""]"
95,USER_END,1583679864.861:136,"pid=8315 uid=0 auid=1000 ses=5 msg='op=PAM:session_close acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['8315', '0', '1000', '5', 'msg=\'op=PAM:session_close acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/1 res=success'""]"
96,CRED_DISP,1583679864.861:137,"pid=8315 uid=0 auid=1000 ses=5 msg='op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['8315', '0', '1000', '5', 'msg=\'op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/1 res=success'""]"
97,SERVICE_START,1583679888.610:138,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-timedated comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['1', '0', '4294967295', '4294967295', 'msg=\'unit=systemd-timedated comm=""systemd"" exe=""/lib/systemd/systemd""', ""terminal=? res=success'""]"
98,SERVICE_START,1583679898.934:139,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-hostnamed comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['1', '0', '4294967295', '4294967295', 'msg=\'unit=systemd-hostnamed comm=""systemd"" exe=""/lib/systemd/systemd""', ""terminal=? res=success'""]"
99,SERVICE_STOP,1583679931.890:140,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-hostnamed comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['1', '0', '4294967295', '4294967295', 'msg=\'unit=systemd-hostnamed comm=""systemd"" exe=""/lib/systemd/systemd""', ""terminal=? res=success'""]"
100,SERVICE_STOP,1583679933.522:141,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-timedated comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['1', '0', '4294967295', '4294967295', 'msg=\'unit=systemd-timedated comm=""systemd"" exe=""/lib/systemd/systemd""', ""terminal=? res=success'""]"
101,SERVICE_START,1583679933.562:142,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-timedated comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['1', '0', '4294967295', '4294967295', 'msg=\'unit=systemd-timedated comm=""systemd"" exe=""/lib/systemd/systemd""', ""terminal=? res=success'""]"
102,SERVICE_STOP,1583679963.642:143,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-timedated comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['1', '0', '4294967295', '4294967295', 'msg=\'unit=systemd-timedated comm=""systemd"" exe=""/lib/systemd/systemd""', ""terminal=? res=success'""]"
103,SERVICE_START,1583679963.690:144,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-timedated comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['1', '0', '4294967295', '4294967295', 'msg=\'unit=systemd-timedated comm=""systemd"" exe=""/lib/systemd/systemd""', ""terminal=? res=success'""]"
104,USER_CMD,1583679987.350:145,"pid=8640 uid=1000 auid=1000 ses=5 msg='cwd=""/home/sepses/Documents"" cmd=6170742D67657420696E7374616C6C206E7470 terminal=pts/1 res=success'",7ca59cdf,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> terminal=pts/<*> <*>,"['8640', '1000', '1000', '5', 'msg=\'cwd=""/home/sepses/Documents"" cmd=6170742D67657420696E7374616C6C206E7470', ""1 res=success'""]"
105,CRED_REFR,1583679987.350:146,"pid=8640 uid=0 auid=1000 ses=5 msg='op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['8640', '0', '1000', '5', 'msg=\'op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/1 res=success'""]"
106,USER_START,1583679987.350:147,"pid=8640 uid=0 auid=1000 ses=5 msg='op=PAM:session_open acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['8640', '0', '1000', '5', 'msg=\'op=PAM:session_open acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/1 res=success'""]"
107,USER_END,1583679989.982:148,"pid=8640 uid=0 auid=1000 ses=5 msg='op=PAM:session_close acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['8640', '0', '1000', '5', 'msg=\'op=PAM:session_close acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/1 res=success'""]"
108,CRED_DISP,1583679989.982:149,"pid=8640 uid=0 auid=1000 ses=5 msg='op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['8640', '0', '1000', '5', 'msg=\'op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/1 res=success'""]"
109,USER_CMD,1583679991.538:150,"pid=8665 uid=1000 auid=1000 ses=5 msg='cwd=""/home/sepses/Documents"" cmd=73797374656D63746C2073746174757320617564697464 terminal=pts/1 res=success'",7ca59cdf,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> terminal=pts/<*> <*>,"['8665', '1000', '1000', '5', 'msg=\'cwd=""/home/sepses/Documents"" cmd=73797374656D63746C2073746174757320617564697464', ""1 res=success'""]"
110,CRED_REFR,1583679991.538:151,"pid=8665 uid=0 auid=1000 ses=5 msg='op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['8665', '0', '1000', '5', 'msg=\'op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/1 res=success'""]"
111,USER_START,1583679991.538:152,"pid=8665 uid=0 auid=1000 ses=5 msg='op=PAM:session_open acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['8665', '0', '1000', '5', 'msg=\'op=PAM:session_open acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/1 res=success'""]"
112,USER_END,1583679991.550:153,"pid=8665 uid=0 auid=1000 ses=5 msg='op=PAM:session_close acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['8665', '0', '1000', '5', 'msg=\'op=PAM:session_close acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/1 res=success'""]"
113,CRED_DISP,1583679991.550:154,"pid=8665 uid=0 auid=1000 ses=5 msg='op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['8665', '0', '1000', '5', 'msg=\'op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/1 res=success'""]"
114,SERVICE_STOP,1583679993.738:155,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-timedated comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['1', '0', '4294967295', '4294967295', 'msg=\'unit=systemd-timedated comm=""systemd"" exe=""/lib/systemd/systemd""', ""terminal=? res=success'""]"
115,SERVICE_START,1583679993.798:156,"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-timedated comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['1', '0', '4294967295', '4294967295', 'msg=\'unit=systemd-timedated comm=""systemd"" exe=""/lib/systemd/systemd""', ""terminal=? res=success'""]"
116,USER_CMD,1583680003.870:157,"pid=8706 uid=1000 auid=1000 ses=5 msg='cwd=""/home/sepses/Documents"" cmd=6170742D67657420696E7374616C6C206E7470 terminal=pts/1 res=success'",7ca59cdf,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> terminal=pts/<*> <*>,"['8706', '1000', '1000', '5', 'msg=\'cwd=""/home/sepses/Documents"" cmd=6170742D67657420696E7374616C6C206E7470', ""1 res=success'""]"
117,CRED_REFR,1583680003.870:158,"pid=8706 uid=0 auid=1000 ses=5 msg='op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['8706', '0', '1000', '5', 'msg=\'op=PAM:setcred acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/1 res=success'""]"
118,USER_START,1583680003.870:159,"pid=8706 uid=0 auid=1000 ses=5 msg='op=PAM:session_open acct=""root"" exe=""/usr/bin/sudo"" hostname=? addr=? terminal=/dev/pts/1 res=success'",b324f02a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=? addr=? <*> <*>,"['8706', '0', '1000', '5', 'msg=\'op=PAM:session_open acct=""root"" exe=""/usr/bin/sudo""', ""terminal=/dev/pts/1 res=success'""]"
119,ADD_GROUP,1583680007.686:160,"pid=8804 uid=0 auid=1000 ses=5 msg='op=adding group to /etc/group id=132 exe=""/usr/sbin/groupadd"" hostname=UbuntuApp addr=? terminal=pts/4 res=success'",c7e7a52f,"pid=<*> uid=<*> auid=<*> ses=<*> msg='op=adding group to <*> id=<*> exe=""/usr/sbin/groupadd"" hostname=UbuntuApp addr=? terminal=pts/<*> res=success'","['8804', '0', '1000', '5', '/etc/group', '132', '4']"
120,ADD_GROUP,1583680007.706:161,"pid=8804 uid=0 auid=1000 ses=5 msg='op=adding group to /etc/gshadow id=132 exe=""/usr/sbin/groupadd"" hostname=UbuntuApp addr=? terminal=pts/4 res=success'",c7e7a52f,"pid=<*> uid=<*> auid=<*> ses=<*> msg='op=adding group to <*> id=<*> exe=""/usr/sbin/groupadd"" hostname=UbuntuApp addr=? terminal=pts/<*> res=success'","['8804', '0', '1000', '5', '/etc/gshadow', '132', '4']"
121,ADD_GROUP,1583680007.710:162,"pid=8804 uid=0 auid=1000 ses=5 msg='op= id=132 exe=""/usr/sbin/groupadd"" hostname=UbuntuApp addr=? terminal=pts/4 res=success'",04e1992d,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> hostname=UbuntuApp addr=? <*> res=success',"['8804', '0', '1000', '5', 'msg=\'op= id=132 exe=""/usr/sbin/groupadd""', 'terminal=pts/4']"
122,ADD_USER,1583680007.834:163,"pid=8809 uid=0 auid=1000 ses=5 msg='op=adding user id=129 exe=""/usr/sbin/useradd"" hostname=UbuntuApp addr=? terminal=pts/4 res=success'",3f4e0c4a,pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> <*> addr=? <*> res=success',"['8809', '0', '1000', '5', ""msg='op=adding"", 'user id=129 exe=""/usr/sbin/useradd"" hostname=UbuntuApp', 'terminal=pts/4']"
