EventId,EventTemplate,Occurrences
c459ac95,"pid=<*> uid=<*> auid=<*> ses=<*> msg='op=adding group to <*> id=<*> exe=""/usr/sbin/groupadd"" hostname=UbuntuApp addr=? terminal=pts/<*> res=success'UID=""root"" AUID=""sepses"" <*>",10
b1fa5d5e,"pid=<*> uid=<*> auid=<*> ses=<*> <*> id=<*> <*> <*> <*> <*> res=success'UID=""root"" AUID=""sepses"" <*>",6
9ad0c0cd,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> <*> addr=? <*> res=success'UID=""root"" AUID=""sepses"" <*>",10
6b556aa9,"arch=c000003e syscall=<*> <*> exit=<*> <*> <*> a2=<*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> tty=(none) ses=<*> <*> <*> <*> <*> AUID=""unset"" <*> <*> <*> <*> <*> <*> <*> <*>",71
6d43a4de,"pid=<*> uid=<*> auid=<*> ses=<*> <*> <*> <*> <*> <*> <*> res=failed'UID=""root"" AUID=""unset""",1048
e0182a1c,"auid=<*> uid=<*> gid=<*> ses=<*> pid=<*> comm=""NetworkWatcherA"" exe=""/var/lib/waagent/Microsoft.Azure.NetworkWatcher.NetworkWatcherAgentLinux-<*>/NetworkWatcherAgent/NetworkWatcherAgent"" sig=<*> res=<*>AUID=""unset"" UID=""root"" GID=""root""",3
50550122,"pid=<*> uid=<*> auid=<*> ses=<*> msg='old-level=N new-level=<*> comm=""systemd-update-utmp"" exe=""/lib/systemd/systemd-update-utmp"" hostname=? addr=? terminal=? res=success'UID=""root"" AUID=""unset""",3
5402c45b,"cwd=""/ftp""",2
047100d3,"proctitle=""/usr/bin/updatedb.mlocate""",5
ce6b3a34,"cwd=""/ftp/files""",2
f5116577,"cwd=""/ftp/files/again""",1
40f4a69d,"pid=<*> uid=<*> auid=<*> ses=<*> msg='uid=<*> exe=""/usr/lib/gdm3/gdm-session-worker"" hostname=? addr=? terminal=? res=failed'UID=""root"" AUID=""unset"" UID=""sepses""",15
c9585b2f,"arch=c000003e syscall=<*> <*> exit=<*> a0=ffffff9c <*> a2=<*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> key=""ftp""ARCH=x86_<*> SYSCALL=openat <*> <*> <*> <*> <*> <*> <*> <*> <*>",43
cfefd63a,"pid=<*> uid=<*> auid=<*> ses=<*> msg='op=changing home directory id=<*> exe=""/usr/sbin/usermod"" hostname=UbuntuApp addr=? terminal=pts/<*> res=success'UID=""root"" AUID=""sepses"" ID=""ftp_jdoe""",1
328b30b4,"pid=<*> uid=<*> auid=<*> ses=<*> msg='op=modifying account acct=""ftp_jdoe"" exe=""/usr/sbin/usermod"" hostname=UbuntuApp addr=? terminal=pts/<*> res=failed'UID=""root"" AUID=""sepses""",1
05312c64,"arch=c000003e syscall=<*> <*> exit=<*> <*> <*> <*> <*> items=<*> ppid=<*> pid=<*> auid=<*> uid=<*> gid=<*> euid=<*> suid=<*> fsuid=<*> egid=<*> sgid=<*> fsgid=<*> <*> ses=<*> <*> <*> <*> <*> <*> UID=""root"" GID=""root"" EUID=""root"" SUID=""root"" FSUID=""root"" EGID=""root"" SGID=""root"" FSGID=""root""",252
743634c7,proctitle=6C73002D6C61002F6674702F66696C<*>,184
b6a55542,proctitle=63686F776E006674705F6A68616C6C6579002F6674702F66696C65732F002D<*>,3
05247e79,proctitle=63686F776E006674705F6A646F65002F6674702F66696C65732F002D<*>,3
602d5207,proctitle=63686F776E006674705F616B6570002F6674702F66696C65732F002D<*>,3
1ff351f4,proctitle=63686F776E00373737002F6674702F66696C65732F002D<*>,3
8dc10577,proctitle=6C73002D6C61002F6674702F66696C6573002D<*>,40
5180c8b4,proctitle=63686D6F6400373737002F6674702F66696C6573002D<*>,6
0bb838a4,"proctitle=""/usr/lib/firefox/firefox""",6
28a91eba,"pid=<*> uid=<*> auid=<*> ses=<*> <*> acct=""sepses"" exe=""/usr/sbin/sshd"" hostname=<*> addr=<*> terminal=ssh res=success'UID=""root"" <*>",7
